"code";"city";"state";"region";"population"
240040;"Água Nova";"Rio Grande do Norte";"NORDESTE";3260
240050;"Alexandria";"Rio Grande do Norte";"NORDESTE";13827
240060;"Almino Afonso";"Rio Grande do Norte";"NORDESTE";4854
240070;"Alto do Rodrigues";"Rio Grande do Norte";"NORDESTE";14365
240080;"Angicos";"Rio Grande do Norte";"NORDESTE";11909
240090;"Antônio Martins";"Rio Grande do Norte";"NORDESTE";7237
240100;"Apodi";"Rio Grande do Norte";"NORDESTE";36323
240110;"Areia Branca";"Rio Grande do Norte";"NORDESTE";27401
240120;"Arês";"Rio Grande do Norte";"NORDESTE";14307
240130;"Augusto Severo (Campo Grande)";"Rio Grande do Norte";"NORDESTE";9768
240140;"Baía Formosa";"Rio Grande do Norte";"NORDESTE";9309
240145;"Baraúna";"Rio Grande do Norte";"NORDESTE";28085
240150;"Barcelona";"Rio Grande do Norte";"NORDESTE";4064
240160;"Bento Fernandes";"Rio Grande do Norte";"NORDESTE";5527
240165;"Bodó";"Rio Grande do Norte";"NORDESTE";2307
240170;"Bom Jesus";"Rio Grande do Norte";"NORDESTE";10254
240180;"Brejinho";"Rio Grande do Norte";"NORDESTE";12720
240185;"Caiçara do Norte";"Rio Grande do Norte";"NORDESTE";6624
240190;"Caiçara do Rio do Vento";"Rio Grande do Norte";"NORDESTE";3680
240200;"Caicó";"Rio Grande do Norte";"NORDESTE";68222
240210;"Campo Redondo";"Rio Grande do Norte";"NORDESTE";11244
240220;"Canguaretama";"Rio Grande do Norte";"NORDESTE";34267
240230;"Caraúbas";"Rio Grande do Norte";"NORDESTE";20707
240240;"Carnaúba dos Dantas";"Rio Grande do Norte";"NORDESTE";8188
240250;"Carnaubais";"Rio Grande do Norte";"NORDESTE";10715
240260;"Ceará-Mirim";"Rio Grande do Norte";"NORDESTE";73849
240270;"Cerro Corá";"Rio Grande do Norte";"NORDESTE";11344
240280;"Coronel Ezequiel";"Rio Grande do Norte";"NORDESTE";5593
240290;"Coronel João Pessoa";"Rio Grande do Norte";"NORDESTE";4980
240300;"Cruzeta";"Rio Grande do Norte";"NORDESTE";8147
240310;"Currais Novos";"Rio Grande do Norte";"NORDESTE";45228
240320;"Doutor Severiano";"Rio Grande do Norte";"NORDESTE";7190
240325;"Parnamirim";"Rio Grande do Norte";"NORDESTE";254709
240330;"Encanto";"Rio Grande do Norte";"NORDESTE";5666
240340;"Equador";"Rio Grande do Norte";"NORDESTE";6119
240350;"Espírito Santo";"Rio Grande do Norte";"NORDESTE";10702
240360;"Extremoz";"Rio Grande do Norte";"NORDESTE";28331
240370;"Felipe Guerra";"Rio Grande do Norte";"NORDESTE";6052
240375;"Fernando Pedroza";"Rio Grande do Norte";"NORDESTE";3072
240380;"Florânia";"Rio Grande do Norte";"NORDESTE";9262
240390;"Francisco Dantas";"Rio Grande do Norte";"NORDESTE";2890
240400;"Frutuoso Gomes";"Rio Grande do Norte";"NORDESTE";4180
240410;"Galinhos";"Rio Grande do Norte";"NORDESTE";2715
240420;"Goianinha";"Rio Grande do Norte";"NORDESTE";26068
240430;"Governador Dix-Sept Rosado";"Rio Grande do Norte";"NORDESTE";13157
240440;"Grossos";"Rio Grande do Norte";"NORDESTE";10386
240450;"Guamaré";"Rio Grande do Norte";"NORDESTE";15309
240460;"Ielmo Marinho";"Rio Grande do Norte";"NORDESTE";13714
240470;"Ipanguaçu";"Rio Grande do Norte";"NORDESTE";15464
240480;"Ipueira";"Rio Grande do Norte";"NORDESTE";2251
240485;"Itajá";"Rio Grande do Norte";"NORDESTE";7571
240490;"Itaú";"Rio Grande do Norte";"NORDESTE";5930
240500;"Jaçanã";"Rio Grande do Norte";"NORDESTE";9068
240510;"Jandaíra";"Rio Grande do Norte";"NORDESTE";6942
240520;"Janduís";"Rio Grande do Norte";"NORDESTE";5386
240530;"Januário Cicco (Boa Saúde)";"Rio Grande do Norte";"NORDESTE";10096
240540;"Japi";"Rio Grande do Norte";"NORDESTE";5247
240550;"Jardim de Angicos";"Rio Grande do Norte";"NORDESTE";2663
240560;"Jardim de Piranhas";"Rio Grande do Norte";"NORDESTE";14858
240570;"Jardim do Seridó";"Rio Grande do Norte";"NORDESTE";12579
240580;"João Câmara";"Rio Grande do Norte";"NORDESTE";35087
240590;"João Dias";"Rio Grande do Norte";"NORDESTE";2695
240600;"José da Penha";"Rio Grande do Norte";"NORDESTE";6050
240610;"Jucurutu";"Rio Grande do Norte";"NORDESTE";18530
240615;"Jundiá";"Rio Grande do Norte";"NORDESTE";3910
240620;"Lagoa d'Anta";"Rio Grande do Norte";"NORDESTE";6793
240630;"Lagoa de Pedras";"Rio Grande do Norte";"NORDESTE";7579
240640;"Lagoa de Velhos";"Rio Grande do Norte";"NORDESTE";2771
240650;"Lagoa Nova";"Rio Grande do Norte";"NORDESTE";15590
240660;"Lagoa Salgada";"Rio Grande do Norte";"NORDESTE";8269
240670;"Lajes";"Rio Grande do Norte";"NORDESTE";11316
240680;"Lajes Pintadas";"Rio Grande do Norte";"NORDESTE";4822
240690;"Lucrécia";"Rio Grande do Norte";"NORDESTE";4002
240700;"Luís Gomes";"Rio Grande do Norte";"NORDESTE";10211
240710;"Macaíba";"Rio Grande do Norte";"NORDESTE";80031
240720;"Macau";"Rio Grande do Norte";"NORDESTE";31859
240725;"Major Sales";"Rio Grande do Norte";"NORDESTE";4002
240730;"Marcelino Vieira";"Rio Grande do Norte";"NORDESTE";8492
240740;"Martins";"Rio Grande do Norte";"NORDESTE";8793
240750;"Maxaranguape";"Rio Grande do Norte";"NORDESTE";12223
240760;"Messias Targino";"Rio Grande do Norte";"NORDESTE";4608
240770;"Montanhas";"Rio Grande do Norte";"NORDESTE";11503
240780;"Monte Alegre";"Rio Grande do Norte";"NORDESTE";22462
240790;"Monte das Gameleiras";"Rio Grande do Norte";"NORDESTE";2178
240800;"Mossoró";"Rio Grande do Norte";"NORDESTE";295619
240810;"Natal";"Rio Grande do Norte";"NORDESTE";885180
240820;"Nísia Floresta";"Rio Grande do Norte";"NORDESTE";27372
240830;"Nova Cruz";"Rio Grande do Norte";"NORDESTE";37695
240840;"Olho-d'Água do Borges";"Rio Grande do Norte";"NORDESTE";4349
240850;"Ouro Branco";"Rio Grande do Norte";"NORDESTE";4882
240860;"Paraná";"Rio Grande do Norte";"NORDESTE";4276
240870;"Paraú";"Rio Grande do Norte";"NORDESTE";3859
240880;"Parazinho";"Rio Grande do Norte";"NORDESTE";5258
240890;"Parelhas";"Rio Grande do Norte";"NORDESTE";21669
240895;"Rio do Fogo";"Rio Grande do Norte";"NORDESTE";10901
240910;"Passa e Fica";"Rio Grande do Norte";"NORDESTE";13099
240920;"Passagem";"Rio Grande do Norte";"NORDESTE";3109
240930;"Patu";"Rio Grande do Norte";"NORDESTE";12844
240933;"Santa Maria";"Rio Grande do Norte";"NORDESTE";5500
240940;"Pau dos Ferros";"Rio Grande do Norte";"NORDESTE";30452
240950;"Pedra Grande";"Rio Grande do Norte";"NORDESTE";3356
240960;"Pedra Preta";"Rio Grande do Norte";"NORDESTE";2532
240970;"Pedro Avelino";"Rio Grande do Norte";"NORDESTE";6938
240980;"Pedro Velho";"Rio Grande do Norte";"NORDESTE";14954
240990;"Pendências";"Rio Grande do Norte";"NORDESTE";15083
241000;"Pilões";"Rio Grande do Norte";"NORDESTE";3836
241010;"Poço Branco";"Rio Grande do Norte";"NORDESTE";15418
241020;"Portalegre";"Rio Grande do Norte";"NORDESTE";7909
241025;"Porto do Mangue";"Rio Grande do Norte";"NORDESTE";6789
241030;"Serra Caiada";"Rio Grande do Norte";"NORDESTE";10099
241040;"Pureza";"Rio Grande do Norte";"NORDESTE";9568
241050;"Rafael Fernandes";"Rio Grande do Norte";"NORDESTE";5115
241060;"Rafael Godeiro";"Rio Grande do Norte";"NORDESTE";3234
241070;"Riacho da Cruz";"Rio Grande do Norte";"NORDESTE";3566
241080;"Riacho de Santana";"Rio Grande do Norte";"NORDESTE";4277
241090;"Riachuelo";"Rio Grande do Norte";"NORDESTE";8075
241100;"Rodolfo Fernandes";"Rio Grande do Norte";"NORDESTE";4545
241105;"Tibau";"Rio Grande do Norte";"NORDESTE";4100
241110;"Ruy Barbosa";"Rio Grande do Norte";"NORDESTE";3669
241120;"Santa Cruz";"Rio Grande do Norte";"NORDESTE";39667
241140;"Santana do Matos";"Rio Grande do Norte";"NORDESTE";13289
241142;"Santana do Seridó";"Rio Grande do Norte";"NORDESTE";2701
241150;"Santo Antônio";"Rio Grande do Norte";"NORDESTE";24220
241160;"São Bento do Norte";"Rio Grande do Norte";"NORDESTE";2846
241170;"São Bento do Trairí";"Rio Grande do Norte";"NORDESTE";4425
241180;"São Fernando";"Rio Grande do Norte";"NORDESTE";3617
241190;"São Francisco do Oeste";"Rio Grande do Norte";"NORDESTE";4238
241200;"São Gonçalo do Amarante";"Rio Grande do Norte";"NORDESTE";101492
241210;"São João do Sabugi";"Rio Grande do Norte";"NORDESTE";6260
241220;"São José de Mipibu";"Rio Grande do Norte";"NORDESTE";43995
241230;"São José do Campestre";"Rio Grande do Norte";"NORDESTE";13007
241240;"São José do Seridó";"Rio Grande do Norte";"NORDESTE";4643
241250;"São Miguel";"Rio Grande do Norte";"NORDESTE";23610
241255;"São Miguel do Gostoso";"Rio Grande do Norte";"NORDESTE";9606
241260;"São Paulo do Potengi";"Rio Grande do Norte";"NORDESTE";17572
241270;"São Pedro";"Rio Grande do Norte";"NORDESTE";6139
241280;"São Rafael";"Rio Grande do Norte";"NORDESTE";8343
241290;"São Tomé";"Rio Grande do Norte";"NORDESTE";11223
241300;"São Vicente";"Rio Grande do Norte";"NORDESTE";6469
241310;"Senador Elói de Souza";"Rio Grande do Norte";"NORDESTE";6188
241320;"Senador Georgino Avelino";"Rio Grande do Norte";"NORDESTE";4423
241330;"Serra de São Bento";"Rio Grande do Norte";"NORDESTE";5870
241335;"Serra do Mel";"Rio Grande do Norte";"NORDESTE";11838
241340;"Serra Negra do Norte";"Rio Grande do Norte";"NORDESTE";8175
241350;"Serrinha";"Rio Grande do Norte";"NORDESTE";6422
241355;"Serrinha dos Pintos";"Rio Grande do Norte";"NORDESTE";4841
241360;"Severiano Melo";"Rio Grande do Norte";"NORDESTE";3150
241370;"Sítio Novo";"Rio Grande do Norte";"NORDESTE";5528
241380;"Taboleiro Grande";"Rio Grande do Norte";"NORDESTE";2566
241390;"Taipu";"Rio Grande do Norte";"NORDESTE";12428
241400;"Tangará";"Rio Grande do Norte";"NORDESTE";15866
241410;"Tenente Ananias";"Rio Grande do Norte";"NORDESTE";10814
241415;"Tenente Laurentino Cruz";"Rio Grande do Norte";"NORDESTE";5912
241420;"Tibau do Sul";"Rio Grande do Norte";"NORDESTE";13895
241430;"Timbaúba dos Batistas";"Rio Grande do Norte";"NORDESTE";2437
241440;"Touros";"Rio Grande do Norte";"NORDESTE";34043
241445;"Triunfo Potiguar";"Rio Grande do Norte";"NORDESTE";3327
241450;"Umarizal";"Rio Grande do Norte";"NORDESTE";10781
241460;"Upanema";"Rio Grande do Norte";"NORDESTE";14609
241470;"Várzea";"Rio Grande do Norte";"NORDESTE";5554
241475;"Venha-Ver";"Rio Grande do Norte";"NORDESTE";4187
241480;"Vera Cruz";"Rio Grande do Norte";"NORDESTE";12371
241490;"Viçosa";"Rio Grande do Norte";"NORDESTE";1731
241500;"Vila Flor";"Rio Grande do Norte";"NORDESTE";3173
250010;"Água Branca";"Paraíba";"NORDESTE";10258
250020;"Aguiar";"Paraíba";"NORDESTE";5562
250030;"Alagoa Grande";"Paraíba";"NORDESTE";28565
250040;"Alagoa Nova";"Paraíba";"NORDESTE";20689
250050;"Alagoinha";"Paraíba";"NORDESTE";14464
250053;"Alcantil";"Paraíba";"NORDESTE";5499
250057;"Algodão de Jandaíra";"Paraíba";"NORDESTE";2501
250060;"Alhandra";"Paraíba";"NORDESTE";19579
250070;"São João do Rio do Peixe";"Paraíba";"NORDESTE";17940
250073;"Amparo";"Paraíba";"NORDESTE";2246
250077;"Aparecida";"Paraíba";"NORDESTE";8430
250080;"Araçagi";"Paraíba";"NORDESTE";17003
250090;"Arara";"Paraíba";"NORDESTE";13538
250100;"Araruna";"Paraíba";"NORDESTE";20418
250110;"Areia";"Paraíba";"NORDESTE";22776
250115;"Areia de Baraúnas";"Paraíba";"NORDESTE";2126
250120;"Areial";"Paraíba";"NORDESTE";6975
250130;"Aroeiras";"Paraíba";"NORDESTE";19154
250135;"Assunção";"Paraíba";"NORDESTE";3921
250140;"Baía da Traição";"Paraíba";"NORDESTE";9070
250150;"Bananeiras";"Paraíba";"NORDESTE";21156
250153;"Baraúna";"Paraíba";"NORDESTE";4925
250157;"Barra de Santana";"Paraíba";"NORDESTE";8241
250160;"Barra de Santa Rosa";"Paraíba";"NORDESTE";15421
250170;"Barra de São Miguel";"Paraíba";"NORDESTE";5979
250180;"Bayeux";"Paraíba";"NORDESTE";97010
250190;"Belém";"Paraíba";"NORDESTE";17685
250200;"Belém do Brejo do Cruz";"Paraíba";"NORDESTE";7347
250205;"Bernardino Batista";"Paraíba";"NORDESTE";3438
250210;"Boa Ventura";"Paraíba";"NORDESTE";5349
250215;"Boa Vista";"Paraíba";"NORDESTE";7083
250220;"Bom Jesus";"Paraíba";"NORDESTE";2567
250230;"Bom Sucesso";"Paraíba";"NORDESTE";4972
250240;"Bonito de Santa Fé";"Paraíba";"NORDESTE";11938
250250;"Boqueirão";"Paraíba";"NORDESTE";17842
250260;"Igaracy";"Paraíba";"NORDESTE";6173
250270;"Borborema";"Paraíba";"NORDESTE";5430
250280;"Brejo do Cruz";"Paraíba";"NORDESTE";14107
250290;"Brejo dos Santos";"Paraíba";"NORDESTE";6457
250300;"Caaporã";"Paraíba";"NORDESTE";21872
250310;"Cabaceiras";"Paraíba";"NORDESTE";5570
250320;"Cabedelo";"Paraíba";"NORDESTE";68033
250330;"Cachoeira dos Índios";"Paraíba";"NORDESTE";10265
250340;"Cacimba de Areia";"Paraíba";"NORDESTE";3749
250350;"Cacimba de Dentro";"Paraíba";"NORDESTE";17156
250355;"Cacimbas";"Paraíba";"NORDESTE";7183
250360;"Caiçara";"Paraíba";"NORDESTE";7283
250370;"Cajazeiras";"Paraíba";"NORDESTE";62187
250375;"Cajazeirinhas";"Paraíba";"NORDESTE";3197
250380;"Caldas Brandão";"Paraíba";"NORDESTE";6025
250390;"Camalaú";"Paraíba";"NORDESTE";6020
250400;"Campina Grande";"Paraíba";"NORDESTE";410332
250403;"Capim";"Paraíba";"NORDESTE";6552
250407;"Caraúbas";"Paraíba";"NORDESTE";4171
250410;"Carrapateira";"Paraíba";"NORDESTE";2667
250415;"Casserengue";"Paraíba";"NORDESTE";7476
250420;"Catingueira";"Paraíba";"NORDESTE";4934
250430;"Catolé do Rocha";"Paraíba";"NORDESTE";30534
250435;"Caturité";"Paraíba";"NORDESTE";4839
250440;"Conceição";"Paraíba";"NORDESTE";18944
250450;"Condado";"Paraíba";"NORDESTE";6753
250460;"Conde";"Paraíba";"NORDESTE";24769
250470;"Congo";"Paraíba";"NORDESTE";4789
250480;"Coremas";"Paraíba";"NORDESTE";15426
250485;"Coxixola";"Paraíba";"NORDESTE";1925
250490;"Cruz do Espírito Santo";"Paraíba";"NORDESTE";17559
250500;"Cubati";"Paraíba";"NORDESTE";7274
250510;"Cuité";"Paraíba";"NORDESTE";20348
250520;"Cuitegi";"Paraíba";"NORDESTE";6790
250523;"Cuité de Mamanguape";"Paraíba";"NORDESTE";6358
250527;"Curral de Cima";"Paraíba";"NORDESTE";5232
250530;"Curral Velho";"Paraíba";"NORDESTE";2517
250535;"Damião";"Paraíba";"NORDESTE";5343
250540;"Desterro";"Paraíba";"NORDESTE";8306
250550;"Vista Serrana";"Paraíba";"NORDESTE";3808
250560;"Diamante";"Paraíba";"NORDESTE";6550
250570;"Dona Inês";"Paraíba";"NORDESTE";10383
250580;"Duas Estradas";"Paraíba";"NORDESTE";3594
250590;"Emas";"Paraíba";"NORDESTE";3528
250600;"Esperança";"Paraíba";"NORDESTE";33266
250610;"Fagundes";"Paraíba";"NORDESTE";11313
250620;"Frei Martinho";"Paraíba";"NORDESTE";2990
250625;"Gado Bravo";"Paraíba";"NORDESTE";8435
250630;"Guarabira";"Paraíba";"NORDESTE";58881
250640;"Gurinhém";"Paraíba";"NORDESTE";14134
250650;"Gurjão";"Paraíba";"NORDESTE";3436
250660;"Ibiara";"Paraíba";"NORDESTE";5925
250670;"Imaculada";"Paraíba";"NORDESTE";11833
250680;"Ingá";"Paraíba";"NORDESTE";18163
250690;"Itabaiana";"Paraíba";"NORDESTE";24475
250700;"Itaporanga";"Paraíba";"NORDESTE";24842
250710;"Itapororoca";"Paraíba";"NORDESTE";18715
250720;"Itatuba";"Paraíba";"NORDESTE";10876
250730;"Jacaraú";"Paraíba";"NORDESTE";14378
250740;"Jericó";"Paraíba";"NORDESTE";7742
250750;"João Pessoa";"Paraíba";"NORDESTE";811598
250760;"Juarez Távora";"Paraíba";"NORDESTE";7950
250770;"Juazeirinho";"Paraíba";"NORDESTE";18213
250780;"Junco do Seridó";"Paraíba";"NORDESTE";7165
250790;"Juripiranga";"Paraíba";"NORDESTE";10770
250800;"Juru";"Paraíba";"NORDESTE";9868
250810;"Lagoa";"Paraíba";"NORDESTE";4666
250820;"Lagoa de Dentro";"Paraíba";"NORDESTE";7670
250830;"Lagoa Seca";"Paraíba";"NORDESTE";27543
250840;"Lastro";"Paraíba";"NORDESTE";2725
250850;"Livramento";"Paraíba";"NORDESTE";7386
250855;"Logradouro";"Paraíba";"NORDESTE";4343
250860;"Lucena";"Paraíba";"NORDESTE";13121
250870;"Mãe d'Água";"Paraíba";"NORDESTE";4009
250880;"Malta";"Paraíba";"NORDESTE";5665
250890;"Mamanguape";"Paraíba";"NORDESTE";45005
250900;"Manaíra";"Paraíba";"NORDESTE";11120
250905;"Marcação";"Paraíba";"NORDESTE";8586
250910;"Mari";"Paraíba";"NORDESTE";21854
250915;"Marizópolis";"Paraíba";"NORDESTE";6614
250920;"Massaranduba";"Paraíba";"NORDESTE";13853
250930;"Mataraca";"Paraíba";"NORDESTE";8466
250933;"Matinhas";"Paraíba";"NORDESTE";4537
250937;"Mato Grosso";"Paraíba";"NORDESTE";2915
250939;"Maturéia";"Paraíba";"NORDESTE";6587
250940;"Mogeiro";"Paraíba";"NORDESTE";13286
250950;"Montadas";"Paraíba";"NORDESTE";5691
250960;"Monte Horebe";"Paraíba";"NORDESTE";4825
250970;"Monteiro";"Paraíba";"NORDESTE";33294
250980;"Mulungu";"Paraíba";"NORDESTE";9922
250990;"Natuba";"Paraíba";"NORDESTE";10460
251000;"Nazarezinho";"Paraíba";"NORDESTE";7296
251010;"Nova Floresta";"Paraíba";"NORDESTE";10639
251020;"Nova Olinda";"Paraíba";"NORDESTE";5944
251030;"Nova Palmeira";"Paraíba";"NORDESTE";4910
251040;"Olho d'Água";"Paraíba";"NORDESTE";6512
251050;"Olivedos";"Paraíba";"NORDESTE";3951
251060;"Ouro Velho";"Paraíba";"NORDESTE";3042
251065;"Parari";"Paraíba";"NORDESTE";1769
251070;"Passagem";"Paraíba";"NORDESTE";2424
251080;"Patos";"Paraíba";"NORDESTE";107790
251090;"Paulista";"Paraíba";"NORDESTE";12308
251100;"Pedra Branca";"Paraíba";"NORDESTE";3803
251110;"Pedra Lavrada";"Paraíba";"NORDESTE";8122
251120;"Pedras de Fogo";"Paraíba";"NORDESTE";28499
251130;"Piancó";"Paraíba";"NORDESTE";16091
251140;"Picuí";"Paraíba";"NORDESTE";18737
251150;"Pilar";"Paraíba";"NORDESTE";11938
251160;"Pilões";"Paraíba";"NORDESTE";6607
251170;"Pilõezinhos";"Paraíba";"NORDESTE";5080
251180;"Pirpirituba";"Paraíba";"NORDESTE";10585
251190;"Pitimbu";"Paraíba";"NORDESTE";19182
251200;"Pocinhos";"Paraíba";"NORDESTE";18622
251203;"Poço Dantas";"Paraíba";"NORDESTE";3770
251207;"Poço de José de Moura";"Paraíba";"NORDESTE";4318
251210;"Pombal";"Paraíba";"NORDESTE";32766
251220;"Prata";"Paraíba";"NORDESTE";4179
251230;"Princesa Isabel";"Paraíba";"NORDESTE";23489
251240;"Puxinanã";"Paraíba";"NORDESTE";13715
251250;"Queimadas";"Paraíba";"NORDESTE";44214
251260;"Quixabá";"Paraíba";"NORDESTE";1964
251270;"Remígio";"Paraíba";"NORDESTE";19579
251272;"Pedro Régis";"Paraíba";"NORDESTE";6099
251274;"Riachão";"Paraíba";"NORDESTE";3607
251275;"Riachão do Bacamarte";"Paraíba";"NORDESTE";4529
251276;"Riachão do Poço";"Paraíba";"NORDESTE";4519
251278;"Riacho de Santo Antônio";"Paraíba";"NORDESTE";1985
251280;"Riacho dos Cavalos";"Paraíba";"NORDESTE";8609
251290;"Rio Tinto";"Paraíba";"NORDESTE";24154
251300;"Salgadinho";"Paraíba";"NORDESTE";3980
251310;"Salgado de São Félix";"Paraíba";"NORDESTE";12145
251315;"Santa Cecília";"Paraíba";"NORDESTE";6557
251320;"Santa Cruz";"Paraíba";"NORDESTE";6585
251330;"Santa Helena";"Paraíba";"NORDESTE";5887
251335;"Santa Inês";"Paraíba";"NORDESTE";3596
251340;"Santa Luzia";"Paraíba";"NORDESTE";15401
251350;"Santana de Mangueira";"Paraíba";"NORDESTE";5159
251360;"Santana dos Garrotes";"Paraíba";"NORDESTE";7024
251365;"Joca Claudino";"Paraíba";"NORDESTE";2690
251370;"Santa Rita";"Paraíba";"NORDESTE";136851
251380;"Santa Teresinha";"Paraíba";"NORDESTE";4573
251385;"Santo André";"Paraíba";"NORDESTE";2519
251390;"São Bento";"Paraíba";"NORDESTE";34215
251392;"São Bentinho";"Paraíba";"NORDESTE";4540
251394;"São Domingos do Cariri";"Paraíba";"NORDESTE";2601
251396;"São Domingos";"Paraíba";"NORDESTE";3120
251398;"São Francisco";"Paraíba";"NORDESTE";3363
251400;"São João do Cariri";"Paraíba";"NORDESTE";4296
251410;"São João do Tigre";"Paraíba";"NORDESTE";4423
251420;"São José da Lagoa Tapada";"Paraíba";"NORDESTE";7679
251430;"São José de Caiana";"Paraíba";"NORDESTE";6279
251440;"São José de Espinharas";"Paraíba";"NORDESTE";4635
251445;"São José dos Ramos";"Paraíba";"NORDESTE";5969
251450;"São José de Piranhas";"Paraíba";"NORDESTE";20163
251455;"São José de Princesa";"Paraíba";"NORDESTE";3842
251460;"São José do Bonfim";"Paraíba";"NORDESTE";3566
251465;"São José do Brejo do Cruz";"Paraíba";"NORDESTE";1806
251470;"São José do Sabugi";"Paraíba";"NORDESTE";4145
251480;"São José dos Cordeiros";"Paraíba";"NORDESTE";3711
251490;"São Mamede";"Paraíba";"NORDESTE";7721
251500;"São Miguel de Taipu";"Paraíba";"NORDESTE";7180
251510;"São Sebastião de Lagoa de Roça";"Paraíba";"NORDESTE";11845
251520;"São Sebastião do Umbuzeiro";"Paraíba";"NORDESTE";3496
251530;"Sapé";"Paraíba";"NORDESTE";52697
251540;"São Vicente do Seridó";"Paraíba";"NORDESTE";11084
251550;"Serra Branca";"Paraíba";"NORDESTE";13707
251560;"Serra da Raiz";"Paraíba";"NORDESTE";3121
251570;"Serra Grande";"Paraíba";"NORDESTE";3100
251580;"Serra Redonda";"Paraíba";"NORDESTE";7020
251590;"Serraria";"Paraíba";"NORDESTE";6093
251593;"Sertãozinho";"Paraíba";"NORDESTE";5044
251597;"Sobrado";"Paraíba";"NORDESTE";7795
251600;"Solânea";"Paraíba";"NORDESTE";26376
251610;"Soledade";"Paraíba";"NORDESTE";14987
251615;"Sossêgo";"Paraíba";"NORDESTE";3567
251620;"Sousa";"Paraíba";"NORDESTE";69554
251630;"Sumé";"Paraíba";"NORDESTE";16957
251640;"Tacima";"Paraíba";"NORDESTE";10967
251650;"Taperoá";"Paraíba";"NORDESTE";15276
251660;"Tavares";"Paraíba";"NORDESTE";14661
251670;"Teixeira";"Paraíba";"NORDESTE";15191
251675;"Tenório";"Paraíba";"NORDESTE";3066
251680;"Triunfo";"Paraíba";"NORDESTE";9482
251690;"Uiraúna";"Paraíba";"NORDESTE";15382
251700;"Umbuzeiro";"Paraíba";"NORDESTE";9913
251710;"Várzea";"Paraíba";"NORDESTE";2820
251720;"Vieirópolis";"Paraíba";"NORDESTE";5358
251740;"Zabelê";"Paraíba";"NORDESTE";2245
260005;"Abreu e Lima";"Pernambuco";"NORDESTE";99364
260010;"Afogados da Ingazeira";"Pernambuco";"NORDESTE";37017
260020;"Afrânio";"Pernambuco";"NORDESTE";19411
260030;"Agrestina";"Pernambuco";"NORDESTE";24644
260040;"Água Preta";"Pernambuco";"NORDESTE";36371
260050;"Águas Belas";"Pernambuco";"NORDESTE";43087
260060;"Alagoinha";"Pernambuco";"NORDESTE";14517
260070;"Aliança";"Pernambuco";"NORDESTE";38267
260080;"Altinho";"Pernambuco";"NORDESTE";22896
260090;"Amaraji";"Pernambuco";"NORDESTE";22726
260100;"Angelim";"Pernambuco";"NORDESTE";11045
260105;"Araçoiaba";"Pernambuco";"NORDESTE";20268
260110;"Araripina";"Pernambuco";"NORDESTE";83757
260120;"Arcoverde";"Pernambuco";"NORDESTE";73667
260130;"Barra de Guabiraba";"Pernambuco";"NORDESTE";14224
260140;"Barreiros";"Pernambuco";"NORDESTE";42438
260150;"Belém de Maria";"Pernambuco";"NORDESTE";11992
260160;"Belém do São Francisco";"Pernambuco";"NORDESTE";20670
260170;"Belo Jardim";"Pernambuco";"NORDESTE";75986
260180;"Betânia";"Pernambuco";"NORDESTE";12637
260190;"Bezerros";"Pernambuco";"NORDESTE";60549
260200;"Bodocó";"Pernambuco";"NORDESTE";37816
260210;"Bom Conselho";"Pernambuco";"NORDESTE";48214
260220;"Bom Jardim";"Pernambuco";"NORDESTE";39025
260230;"Bonito";"Pernambuco";"NORDESTE";38044
260240;"Brejão";"Pernambuco";"NORDESTE";8973
260250;"Brejinho";"Pernambuco";"NORDESTE";7465
260260;"Brejo da Madre de Deus";"Pernambuco";"NORDESTE";50138
260270;"Buenos Aires";"Pernambuco";"NORDESTE";13085
260280;"Buíque";"Pernambuco";"NORDESTE";57696
260290;"Cabo de Santo Agostinho";"Pernambuco";"NORDESTE";204653
260300;"Cabrobó";"Pernambuco";"NORDESTE";33856
260310;"Cachoeirinha";"Pernambuco";"NORDESTE";20209
260320;"Caetés";"Pernambuco";"NORDESTE";28500
260330;"Calçado";"Pernambuco";"NORDESTE";11055
260340;"Calumbi";"Pernambuco";"NORDESTE";5736
260345;"Camaragibe";"Pernambuco";"NORDESTE";156361
260350;"Camocim de São Félix";"Pernambuco";"NORDESTE";18583
260360;"Camutanga";"Pernambuco";"NORDESTE";8493
260370;"Canhotinho";"Pernambuco";"NORDESTE";24762
260380;"Capoeiras";"Pernambuco";"NORDESTE";19991
260390;"Carnaíba";"Pernambuco";"NORDESTE";19440
260392;"Carnaubeira da Penha";"Pernambuco";"NORDESTE";12805
260400;"Carpina";"Pernambuco";"NORDESTE";82685
260410;"Caruaru";"Pernambuco";"NORDESTE";356128
260415;"Casinhas";"Pernambuco";"NORDESTE";14274
260420;"Catende";"Pernambuco";"NORDESTE";42343
260430;"Cedro";"Pernambuco";"NORDESTE";11695
260440;"Chã de Alegria";"Pernambuco";"NORDESTE";13396
260450;"Chã Grande";"Pernambuco";"NORDESTE";21525
260460;"Condado";"Pernambuco";"NORDESTE";26186
260470;"Correntes";"Pernambuco";"NORDESTE";18098
260480;"Cortês";"Pernambuco";"NORDESTE";12560
260490;"Cumaru";"Pernambuco";"NORDESTE";11559
260500;"Cupira";"Pernambuco";"NORDESTE";23977
260510;"Custódia";"Pernambuco";"NORDESTE";36753
260515;"Dormentes";"Pernambuco";"NORDESTE";18692
